ticker,company_name,cik,source,distress_label,distress_event_date,distress_event_type,brd_chapter,brd_disposition,brd_emerged,brd_days_in_bk,brd_fresh_start,brd_refiled,brd_dip_loan,brd_sale_363,brd_prepackaged,brd_voluntary,brd_ceo_replaced,brd_trustee_appointed,brd_assets_before_m,brd_sales_before_m,brd_ebit_before_m,brd_sic_description,brd_sic_division,brd_after_emerging,brd_date_emerging,brd_year_emerged,brd_days_emerge_to_refile,brd_name_emerging,brd_assets_emerging_m,brd_sales_emerging_m,brd_ebit_emerging_m,brd_ebitda_emerging_m,brd_net_income_emerging_m
,"GTT Communications, Inc.",0001315255,lopucki_brd,1,2021-10-31,chapter_11,11,other,1,423.0,0,0,0,0,1,1,0,0,4757.7,1727.0,159.3,"Telephone Communications, Except Radiophones","E: Transportation, Communications, Electric, Gas",,2022-12-28,2022.0,,"GTT Communications, Inc.",,,,,
,"GWG Holdings, Inc.",0001522690,lopucki_brd,1,2022-04-20,chapter_11,11,pending,0,,0,0,0,0,0,1,0,0,3564.957,124.371,-106.561,Life Insurance,"H: Finance, Insurance, And Real Estate",,,,,pending,,,,,
,Garrett Motion Inc.,0001735707,lopucki_brd,1,2020-09-20,chapter_11,11,other,1,218.0,0,0,1,0,1,1,0,0,2275.0,3248.0,464.0,Motor Vehicle Parts and Accessories,D: Manufacturing,,2021-04-26,2021.0,,Garrett Motion Inc.,2706.0,,,,
,"GenOn Energy, Inc.",0001126294,lopucki_brd,1,2017-06-14,chapter_11,11,other,1,181.0,0,0,0,0,1,1,1,0,4860.0,1862.0,260.0,Electric Services,"E: Transportation, Communications, Electric, Gas",,2017-12-12,2017.0,,"GenOn Holdings, Inc.",,,,,
,Genco Shipping & Trading Limited,0001326200,lopucki_brd,1,2014-04-21,chapter_11,11,other,1,72.0,0,0,0,0,1,1,1,0,2957.254,227.464,-69.61,Deep Sea Foreign Transportation of Freight,"E: Transportation, Communications, Electric, Gas",,2014-07-02,2014.0,,Genco Shipping & Trading Limited,1752.913,153.959,-93.369,15.229,610.997
,General Maritime Corporation,0001443799,lopucki_brd,1,2011-11-17,chapter_11,11,other,1,172.0,0,0,1,0,1,1,0,0,1781.785,387.161,-5.171,Deep Sea Foreign Transportation of Freight,"E: Transportation, Communications, Electric, Gas",,2012-05-07,2012.0,,General Maritime Corporation,1360.925,356.669,154.631,197.09,129.569
,Global Aviation Holdings Inc. (2012),0001397867,lopucki_brd,1,2012-02-05,chapter_11,11,other,1,309.0,0,1,1,0,0,1,1,0,690.304,1156.767,21.263,"Air Transportation, Nonscheduled","E: Transportation, Communications, Electric, Gas",,2012-12-10,2012.0,337.0,Global Aviation Holdings Inc.,,,,,
,"Global Brokerage, Inc.",0001499912,lopucki_brd,1,2017-12-11,chapter_11,11,other,1,42.0,0,0,0,0,1,1,1,0,1039.024,284.056,16.379,,"H: Finance, Insurance, And Real Estate",,2018-01-22,2018.0,,"Global Brokerage, Inc.",,,,,
,Global Eagle Entertainment Inc.,0001512077,lopucki_brd,1,2020-07-22,chapter_11,11,other,1,191.0,0,0,1,1,0,1,0,0,668.58,656.877,-60.329,"Communication Services, Not Elsewhere Classified","E: Transportation, Communications, Electric, Gas","Changed name to ""Anuvu"" 5/25/2021",2020-10-15,2020.0,,Global Eagle Entertainment Inc.,,,,,
,"Great Atlantic & Pacific Tea Company, Inc.",0000043300,lopucki_brd,1,2010-12-12,chapter_11,11,other,1,442.0,0,1,1,0,0,1,1,0,2827.217,8813.568,-108.924,Grocery Stores,G: Retail Trade,,2012-02-27,2012.0,1238.0,Great Atlantic & Pacific Tea Company,,,,,
,"GulfMark Offshore, Inc.",0001030749,lopucki_brd,1,2017-05-17,chapter_11,11,other,1,140.0,0,0,0,0,1,1,0,0,1053.903,123.719,-57.553,Oil and Gas Field Machinery and Equipment,D: Manufacturing,,2017-10-04,2017.0,,"GulfMark Offshore, Inc.",471.955,,-71.212,-19.066,-397.408
,Gulfport Energy Corporation,0000874499,lopucki_brd,1,2020-11-13,chapter_11,11,other,1,165.0,1,0,1,0,1,1,1,0,3882.819,1346.008,-1699.082,Crude Petroleum and Natural Gas,B: Mining,,2021-04-27,2021.0,,Gulfport Energy Corporation,2168.232,,,,
,Gymboree Corporation (2019),0000786110,lopucki_brd,1,2019-01-16,chapter_11,11,other,0,506.0,0,0,1,1,0,1,0,0,1178.512,1046.374,15.36,,D: Manufacturing,,,,,liquidated,,,,,
,Halcon Resources Corporation (2019),0001282648,lopucki_brd,1,2019-08-07,chapter_11,11,other,1,48.0,1,0,1,0,1,1,0,0,2083.609,226.609,-20.58,Crude Petroleum and Natural Gas,B: Mining,Changed name to Battalion Oil Corp. 1/27/2020,2019-09-24,2019.0,,Halcon Resources Corporation,584.666,148.289,-1032.542,-921.634,-1166.513
,"Harrington West Financial Group, Inc.",0001063997,lopucki_brd,1,2010-09-10,chapter_11,11,converted,0,585.0,0,0,0,0,0,1,0,0,1196.0,72.1,-12.361,"Savings Institutions, Federally Chartered","H: Finance, Insurance, And Real Estate",,,,,not applicable,,,,,
,"Hawker Beechcraft Acquisition Company, LLC",0001396426,lopucki_brd,1,2012-05-03,chapter_11,11,other,1,274.0,0,0,1,0,1,1,1,0,2778.3,2435.1,-176.9,,D: Manufacturing,,2013-02-01,2013.0,,Beechcraft Corporation,,,,,
,"Hercules Offshore, Inc. (2016)",0001330849,lopucki_brd,1,2016-06-05,chapter_11,11,other,0,163.0,0,0,0,0,1,1,0,0,1108.14,335.648,-152.21,Drilling Oil and Gas Wells,B: Mining,,,,,liquidated,,,,,
,"Hertz Global Holdings, Inc. (Hertz Corporation)",0001657853,lopucki_brd,1,2020-05-22,chapter_11,11,other,1,384.0,0,0,1,0,0,1,1,0,24627.0,9779.0,887.0,,I: Services,,2021-06-10,2021.0,,"Hertz Global Holdings, Inc. (Hertz Corporation)",19783.0,,,,
,Hexion Inc.,0000013239,lopucki_brd,1,2019-04-01,chapter_11,11,other,1,85.0,1,0,1,0,1,1,0,0,1961.0,3797.0,244.0,"Plastics Materials, Synthetic Resins, and Nonvulcanizable Elastomers",D: Manufacturing,,2019-06-25,2019.0,,Hexion Inc.,4146.0,2510.0,113.0,275.0,2805.0
,Hi-Crush Inc.,0001549848,lopucki_brd,1,2020-07-12,chapter_11,11,other,1,73.0,0,0,1,0,1,1,1,0,1111.137,1111.137,7.857,,B: Mining,,2020-09-23,2020.0,,Hi-Crush Inc.,,,,,
,HighPoint Resources Corporation,0001725526,lopucki_brd,1,2021-03-14,chapter_11,11,other,0,4.0,0,0,0,0,1,1,0,0,826.637,250.347,-1276.933,Crude Petroleum and Natural Gas,B: Mining,,,,,liquidated,,,,,
,"Hornbeck Offshore Services, Inc.",0001131227,lopucki_brd,1,2020-05-19,chapter_11,11,other,1,31.0,0,0,1,0,1,1,0,0,2668.887,225.662,-107.161,,"E: Transportation, Communications, Electric, Gas",,2020-06-19,2020.0,,"Hornbeck Offshore Services, Inc.",,,,,
,"Hospitality Investors Trust, Inc.",0001583077,lopucki_brd,1,2021-05-19,chapter_11,11,other,1,35.0,0,0,1,0,1,1,1,0,1776.146,236.766,-216.186,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",,2021-06-23,2021.0,,"Hospitality Investors Trust, Inc.",,,,,
,Illinois Power Generating Company,0001135361,lopucki_brd,1,2016-12-09,chapter_11,11,other,1,47.0,0,0,0,0,1,1,0,0,1230.0,534.0,-47.0,Electric Services,"E: Transportation, Communications, Electric, Gas",,2017-01-25,2017.0,,Illinois Power Generating Company,,,,,
,Intelsat S.A.,0001525773,lopucki_brd,1,2020-05-13,chapter_11,11,other,1,583.0,0,0,1,0,0,1,1,0,11804.382,2061.465,770.161,"Communication Services, Not Elsewhere Classified","E: Transportation, Communications, Electric, Gas",,2021-12-17,2021.0,,Intelsat S.A.,,,,,
,Internap Corporation,0001056386,lopucki_brd,1,2020-03-16,chapter_11,11,other,1,50.0,0,0,1,0,1,1,1,0,599.354,291.505,1.86,,I: Services,,2020-05-05,2020.0,,Internap Corporation,,,,,
,"J. C. Penney Company, Inc.",0001166126,lopucki_brd,1,2020-05-15,chapter_11,11,other,1,215.0,0,0,1,1,1,1,1,0,7989.0,11167.0,25.0,Department Stores,G: Retail Trade,,2020-11-09,2020.0,,Penney OpCo LLC,,,,,
,"J. Crew Group, Inc.",0001051251,lopucki_brd,1,2020-05-04,chapter_11,11,other,1,114.0,0,0,1,0,1,1,1,0,1221.651,2483.994,-7.541,,G: Retail Trade,,2020-08-26,2020.0,,"J. Crew Group, Inc.",,,,,
,J.G. Wentworth Company,0001580185,lopucki_brd,1,2017-12-12,chapter_11,11,other,1,36.0,0,0,0,0,1,1,1,0,4992.907,324.672,131.501,Finance Services,"H: Finance, Insurance, And Real Estate",,2018-01-17,2018.0,,J.G. Wentworth Company,,,,,
,James River Coal Company,0001297720,lopucki_brd,1,2014-04-07,chapter_11,11,other,0,714.0,0,0,1,1,0,1,1,0,1204.121,1099.609,-84.949,Bituminous Coal and Lignite Surface Mining,B: Mining,,,,,liquidated,,,,,
,"KIT digital, Inc.",0001076700,lopucki_brd,1,2013-04-25,chapter_11,11,other,1,104.0,0,0,1,0,1,1,1,0,501.737,214.932,14.124,,I: Services,,2013-08-07,2013.0,,"Piksel, Inc.",,,,,
,"Key Energy Services, Inc.",0000318996,lopucki_brd,1,2016-10-24,chapter_11,11,other,1,43.0,0,0,0,0,1,1,1,0,1327.798,792.326,-273.613,"Oil and Gas Field Services, Not Elsewhere Classified",B: Mining,,2016-12-06,2016.0,,"Key Energy Services, Inc.",657.981,436.165,-209.738,-74.264,-141.98
,"LSC Communications, Inc.",0001669812,lopucki_brd,1,2020-04-13,chapter_11,11,other,1,317.0,0,0,1,1,0,1,0,0,1649.0,3326.0,-12.0,,D: Manufacturing,,2020-10-07,2020.0,,"LSC Communications US, LLC",,,,,
,"Lee Enterprises, Incorporated",0000058361,lopucki_brd,1,2011-12-12,chapter_11,11,other,1,42.0,0,0,1,0,1,1,1,0,1158.248,756.104,95.638,"Newspapers: Publishing, or Publishing and Printing",D: Manufacturing,,2012-01-23,2012.0,,"Lee Enterprises, Incorporated",1061.136,674.74,101.617,167.534,-16.698
,Legacy Reserves Inc.,0001735828,lopucki_brd,1,2019-06-18,chapter_11,11,other,1,150.0,1,0,1,0,1,1,1,0,1474.931,554.861,24.029,Crude Petroleum and Natural Gas,B: Mining,,2019-11-15,2019.0,,Legacy Reserves Inc.,1048.945,,,,
,Libbey Inc.,0000902274,lopucki_brd,1,2020-06-01,chapter_11,11,other,1,141.0,0,0,1,0,0,1,0,0,706.687,785.602,35.18,,D: Manufacturing,,2020-10-20,2020.0,,Libbey Inc.,,,,,
,"LifeCare Holdings, Inc.",0001358057,lopucki_brd,1,2012-12-11,chapter_11,11,dismissed,1,409.0,0,1,1,1,0,1,1,0,512.485,415.408,-34.539,,I: Services,,2013-04-04,2013.0,2223.0,"LifeCare Holdings LLC, d/b/a LifeCare Hospital",,,,,
,"Linn Energy, LLC",0001326428,lopucki_brd,1,2016-05-11,chapter_11,11,other,1,261.0,0,0,0,0,1,1,0,0,9976.946,2883.334,-5119.261,Crude Petroleum and Natural Gas,B: Mining,,2017-01-27,2017.0,,"LINN Energy, Inc.",2881.123,517.821,217.947,398.813,2829.921
,"Local Insight Regatta Holdings, Inc.",0001439600,lopucki_brd,1,2010-11-17,chapter_11,11,other,1,351.0,0,0,1,0,0,1,1,0,812.988,578.073,35.709,Miscellaneous Publishing,D: Manufacturing,Changed name to Vivial Inc. in June 2016; operates as subsidiary of Local Insight Regatta Holdings Inc.,2011-11-03,2011.0,,"Berry Company, LLC",,,,,
,Lonestar Resources US Inc.,0001661920,lopucki_brd,1,2020-09-30,chapter_11,11,other,1,43.0,1,0,0,0,1,1,0,0,720.779,195.152,-7.957,Crude Petroleum and Natural Gas,B: Mining,,2020-11-12,2020.0,,Lonestar Resources US Inc.,423.315,,-222.1,-148.985,-118.855
,MF Global Holdings Ltd.,0001401106,lopucki_brd,1,2011-10-31,chapter_11,11,other,0,522.0,0,0,0,0,0,1,0,0,40541.602,2233.6,278.442,,"H: Finance, Insurance, And Real Estate",,,,,liquidated,,,,,
,MModal Inc.,0001441567,lopucki_brd,1,2014-03-20,chapter_11,11,other,1,123.0,0,0,1,0,0,1,1,0,531.795,443.8,73.67,Computer Processing and Data Preparation and Processing Services,I: Services,,2014-07-21,2014.0,,MModal Inc.,,,,,
,Magnum Hunter Resources Corporation,0001335190,lopucki_brd,1,2015-12-15,chapter_11,11,other,1,125.0,0,0,0,0,1,1,1,0,1669.829,391.469,-460.245,Crude Petroleum and Natural Gas,B: Mining,,2016-04-18,2016.0,,Magnum Hunter Resources Corporation,,,,,
,Mallinckrodt plc,0001567892,lopucki_brd,1,2020-10-12,chapter_11,11,other,1,506.0,0,0,0,0,1,1,1,0,10338.9,3162.5,282.9,Pharmaceutical Preparations,D: Manufacturing,,2022-03-02,2022.0,,Mallinckrodt plc,,,,,
,Mattress Firm Holding Corp.,0001419852,lopucki_brd,1,2018-10-05,chapter_11,11,other,1,42.0,0,0,1,0,1,1,1,0,1665.908,2541.672,167.015,Furniture Stores,G: Retail Trade,,2018-11-16,2018.0,,Mattress Firm Inc.,,,,,
,McClatchy Company,0001056087,lopucki_brd,1,2020-02-13,chapter_11,11,other,1,225.0,0,0,1,1,0,1,1,0,911.255,709.516,23.57,"Newspapers: Publishing, or Publishing and Printing",D: Manufacturing,,2020-08-07,2020.0,,The McClatchy Company,,,,,
,"McDermott International, Inc.",0000708819,lopucki_brd,1,2020-01-21,chapter_11,11,other,1,53.0,0,0,1,0,1,1,1,0,8737.0,8431.0,-220.0,Fabricated Plate Work (Boiler Shops),D: Manufacturing,,2020-03-14,2020.0,,McDermott International Ltd.,,,,,
,"MediaNews Group, Inc. (Affiliated Media, Inc. only)",0000918944,lopucki_brd,1,2010-01-22,chapter_11,11,other,1,41.0,0,0,0,0,1,1,1,0,2595.0,1329.84,151.952,"Newspapers: Publishing, or Publishing and Printing",D: Manufacturing,,2010-03-04,2010.0,,"Affiliated Media, Inc. / MediaNews Group Inc.",,,,,
,Memorial Production Partners LP,0001521847,lopucki_brd,1,2017-01-16,chapter_11,11,other,1,88.0,0,0,0,0,1,1,1,0,1973.254,284.58,-307.402,Crude Petroleum and Natural Gas,B: Mining,,2017-04-14,2017.0,,Amplify Energy Corp.,917.464,340.144,24.358,105.845,-89.669
,"Mercantile Bancorp, Inc.",0001289701,lopucki_brd,1,2013-06-27,chapter_11,11,other,0,364.0,0,0,0,1,0,1,0,0,929.181,53.098,-26.529,National Commercial Banks,"H: Finance, Insurance, And Real Estate",,,,,liquidated,,,,,
,"Mesa Air Group, Inc.",0000810332,lopucki_brd,1,2010-01-05,chapter_11,11,other,1,380.0,0,0,0,0,0,1,0,0,959.0,1326.111,-21.078,"Air Transportation, Scheduled","E: Transportation, Communications, Electric, Gas",,2011-01-20,2011.0,,"Mesa Air Group, Inc.",,,,,
,"Midstates Petroleum Company, Inc.",0001533924,lopucki_brd,1,2016-04-30,chapter_11,11,other,1,151.0,0,0,0,0,1,1,1,0,679.167,365.145,-1607.332,Crude Petroleum and Natural Gas,B: Mining,,2016-09-28,2016.0,,"Midstates Petroleum Company, Inc.",760.939,228.753,-186.66,-109.76,1333.009
,"Midwest Banc Holdings, Inc.",0001051379,lopucki_brd,1,2010-08-20,chapter_11,11,other,0,284.0,0,0,0,0,0,1,0,0,3435.545,167.638,-139.36,National Commercial Banks,"H: Finance, Insurance, And Real Estate",,,,,liquidated,,,,,
,"Miller Energy Resources, Inc.",0000785968,lopucki_brd,1,2015-08-06,chapter_11,11,other,1,175.0,0,0,0,0,1,0,1,0,766.822,70.558,-24.491,Crude Petroleum and Natural Gas,B: Mining,,2016-01-28,2016.0,,Glacier Oil & Gas Corp,,,,,
,"Molycorp, Inc.",0001489137,lopucki_brd,1,2015-06-25,chapter_11,11,other,1,288.0,0,0,1,0,1,1,1,0,2575.986,475.612,-219.221,,B: Mining,,2016-04-08,2016.0,,Neo Performance Materials,,,,,
,Momentive Performance Materials Inc.,0001405041,lopucki_brd,1,2014-04-13,chapter_11,11,other,1,151.0,0,1,1,0,1,1,1,0,2694.0,2398.0,52.0,,D: Manufacturing,,2014-09-11,2014.0,1663.0,Momentive Performance Materials Inc.,2884.0,2289.0,,,
,"Monitronics International, Inc.",0001265107,lopucki_brd,1,2019-06-30,chapter_11,11,other,1,38.0,1,0,1,0,1,1,1,0,1305.768,540.358,66.375,,I: Services,,2019-08-07,2019.0,,"Monitronics International, Inc.",1419.312,503.597,,,
,"Movie Gallery, Inc. (2010)",0000925178,lopucki_brd,1,2010-02-02,chapter_11,11,other,0,269.0,0,0,0,0,0,1,0,0,663.0,2452.445,-226.316,Video Tape Rental,I: Services,,,,,liquidated,,,,,
,"NII Holdings, Inc. (2014)",0001037016,lopucki_brd,1,2014-09-15,chapter_11,11,other,1,277.0,0,0,1,0,0,1,1,0,8679.954,4772.564,-339.811,Radiotelephone Communications,"E: Transportation, Communications, Electric, Gas",,2015-06-19,2015.0,,"NII Holdings, Inc.",2729.908,985.046,-387.603,-196.706,1466.512
,"Nebraska Book Company, Inc.",0001056758,lopucki_brd,1,2011-06-27,chapter_11,11,other,1,338.0,0,0,1,0,1,1,1,0,615.505244,605.494,54.069,,F: Wholesale Trade,,2012-05-30,2012.0,,"Nebraska Book Company, Inc.",,,,,
,Neff Corp.,0001057725,lopucki_brd,1,2010-05-16,chapter_11,11,other,1,128.0,0,0,1,0,1,1,0,0,897.0,195.243,25.825,"Equipment Rental and Leasing, Not Elsewhere Classified",I: Services,Continuing under ownership and management by Neff Rental LLC,2010-09-21,2010.0,,Neff Rental LLC,,,,,
,Neiman Marcus Group LTD LLC,0001358651,lopucki_brd,1,2020-05-07,chapter_11,11,other,1,120.0,0,0,1,0,1,1,0,0,7545.903,4900.444,87.867,Department Stores,G: Retail Trade,,2020-09-04,2020.0,,Neiman Marcus Group LTD LLC,,,,,
,NewPage Corporation,0001329069,lopucki_brd,1,2011-09-07,chapter_11,11,other,1,464.0,0,1,1,0,0,1,0,0,3511.0,3596.0,-98.0,Paper Mills,D: Manufacturing,acquired by Verso on 2/7/2015,2012-12-14,2012.0,1138.0,NewPage Holdings Inc.,2214.0,3054.0,,,
,"Newark Group, Inc.",0001047290,lopucki_brd,1,2010-06-09,chapter_11,11,other,1,51.0,0,0,1,0,1,1,1,0,622.0,1028.882,7.849,Paperboard Mills,D: Manufacturing,"acquired by Caraustar Industries, Inc. 2/2015",2010-07-30,2010.0,,"Newark Group, Inc., The",,,,,
,Nexity Financial Corporation,0001084727,lopucki_brd,1,2010-07-22,chapter_11,11,converted,0,364.0,0,0,0,0,1,1,0,0,947.0,68.222,13.454,State Commercial Banks,"H: Finance, Insurance, And Real Estate",,,,,not applicable,,,,,
,Noble Corporation plc,0001458891,lopucki_brd,1,2020-07-31,chapter_11,11,other,1,112.0,1,0,0,0,1,1,0,0,8284.498,1305.438,-117.837,Drilling Oil and Gas Wells,B: Mining,,2020-11-20,2020.0,,Noble Corporation,2073.442,,,,
,Noranda Aluminum Holding Corporation,0001422105,lopucki_brd,1,2016-02-08,chapter_11,11,dismissed,0,275.0,0,0,1,1,0,1,0,0,1087.6,1228.1,-110.1,Primary Production of Aluminum,D: Manufacturing,,,,,liquidated,,,,,
,Oasis Petroleum Inc.,0001486159,lopucki_brd,1,2020-09-30,chapter_11,11,other,1,44.0,1,0,1,0,1,1,1,0,7499.253,2071.744,182.662,Crude Petroleum and Natural Gas,B: Mining,,2020-11-13,2020.0,,Oasis Petroleum Inc.,2159.037,1579.926,-4859.361,-4151.052,-3690.24
,"Orleans Homebuilders, Inc.",0000038570,lopucki_brd,1,2010-03-01,chapter_11,11,other,1,275.0,0,0,1,0,0,1,1,0,716.0,583.282,-121.907,Operative Builders,C: Construction,,2010-12-01,2010.0,,"Orleans Homebuilders, Inc.",,,,,
,"Overseas Shipholding Group, Inc.",0000075208,lopucki_brd,1,2012-11-14,chapter_11,11,other,1,611.0,0,0,0,0,0,1,1,0,4034.349,1049.531,-144.248,Deep Sea Foreign Transportation of Freight,"E: Transportation, Communications, Electric, Gas",,2014-07-18,2014.0,,"Overseas Shipholding Group, Inc.",3436.491,964.506,105.017,226.487,-152.273
,PG&E Corp. (Pacific Gas and Electric Co.) (2019),0001004980,lopucki_brd,1,2019-01-29,chapter_11,11,other,1,508.0,0,0,1,0,0,1,1,0,76995.0,16759.0,2705.0,Electric and Other Sevices Combined,"E: Transportation, Communications, Electric, Gas",,2020-06-20,2020.0,,PG&E Corp. (Pacific Gas and Electric Co.),97856.0,20642.0,3577.0,7045.0,-1304.0
,"PHI, Inc.",0000350403,lopucki_brd,1,2019-03-14,chapter_11,11,other,1,141.0,0,0,0,0,0,1,1,0,1262.226,674.423,-24.069,"Air Transportation, Nonscheduled","E: Transportation, Communications, Electric, Gas",,2019-08-02,2019.0,,"PHI, Inc.",,,,,
,"PMI Group, Inc.",0000935724,lopucki_brd,1,2011-11-23,chapter_11,11,other,1,610.0,0,0,0,0,0,1,1,0,4218.987,641.118,-738.478,Surety Insurance,"H: Finance, Insurance, And Real Estate",,2013-07-25,2013.0,,"PMI Group, Inc.",,,,,
,Pacific Drilling S.A. (2020),0001517342,lopucki_brd,1,2020-10-30,chapter_11,11,other,1,52.0,0,0,0,0,1,1,0,0,2256.559,229.777,-229.787,Drilling Oil and Gas Wells,B: Mining,"acquired by Noble Corporation, 4/2021",2020-12-21,2020.0,,Pacific Drilling S.A.,,,,,
,Paragon Offshore plc (2017),0001594590,lopucki_brd,1,2017-07-20,chapter_11,11,dismissed,0,250.0,0,0,0,0,0,1,0,0,1903.731,636.176,-39.461,Drilling Oil and Gas Wells,B: Mining,,,,,not applicable,,,,,
,Parker Drilling Company,0000076321,lopucki_brd,1,2018-12-12,chapter_11,11,other,1,85.0,1,0,1,0,1,1,1,0,990.279,442.52,-57.983,Drilling Oil and Gas Wells,B: Mining,,2019-03-07,2019.0,,Parker Drilling Company,682.848,,42.031,128.632,-83.739
,Patriot Coal Corporation (2015),0001376812,lopucki_brd,1,2015-05-12,chapter_11,11,other,0,150.0,0,0,1,0,0,1,0,0,3838.807,2345.0,-304.364,,B: Mining,,,,,liquidated,,,,,
,Peabody Energy Corporation,0001064728,lopucki_brd,1,2016-04-13,chapter_11,11,other,1,338.0,0,0,1,0,0,1,1,0,11021.3,5609.2,-1011.7,Bituminous Coal and Lignite Surface Mining,B: Mining,,2017-03-17,2017.0,,Peabody Energy Corporation,8181.2,5581.8,676.8,1374.1,466.5
,Penn Virginia Corporation,0000077159,lopucki_brd,1,2016-05-12,chapter_11,11,other,1,96.0,0,0,1,0,1,1,1,0,517.725,305.298,-1592.261,Crude Petroleum and Natural Gas,B: Mining,,2016-08-16,2016.0,,Penn Virginia Corporation,291.686,160.054,14.769,61.943,1049.306
,Pennsylvania Real Estate Investment Trust,0000077281,lopucki_brd,1,2020-11-01,chapter_11,11,other,1,29.0,0,0,0,0,1,1,0,0,2351.267,336.792,19.428,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",,2020-11-30,2020.0,,Pennsylvania Real Estate Investment Trust,2177.186,296.43,-47.548,,-259.517
,"Penson Worldwide, Inc.",0001123541,lopucki_brd,1,2013-01-11,chapter_11,11,other,1,201.0,0,0,0,1,0,1,0,0,6197.406,238.808,-31.593,"Security Brokers, Dealers, and Flotation Companies","H: Finance, Insurance, And Real Estate",debtor affiliate Nexa Technologies sold to Desjardins and operated independantly,2013-03-26,2013.0,,Nexa Technologies (debtor affiliate),,,,,
,Performance Sports Group Ltd.,0001514242,lopucki_brd,1,2016-10-31,chapter_11,11,other,0,415.0,0,0,1,1,0,1,0,0,844.917,654.7,59.817,"Sporting and Athletic Goods, Not Elsewhere Classified",D: Manufacturing,,,,,liquidated,,,,,
,"Pier 1 Imports, Inc.",0000278130,lopucki_brd,1,2020-02-17,chapter_11,11,other,0,164.0,0,0,1,0,0,1,0,0,656.29,1552.938,-167.824,,G: Retail Trade,,,,,liquidated,,,,,
,Pinnacle Airlines Corp.,0001166291,lopucki_brd,1,2012-04-01,chapter_11,11,other,1,381.0,0,0,1,0,0,1,1,0,1475.416,1235.615,32.9,"Air Transportation, Scheduled","E: Transportation, Communications, Electric, Gas",,2013-04-17,2013.0,,"Endeavor Air, Inc. (subsidiary of Delta Airlines)",,,,,
,Pioneer Energy Services Corp.,0000320575,lopucki_brd,1,2020-03-01,chapter_11,11,other,1,71.0,1,0,1,0,1,1,1,0,673.954,575.792,-37.551,Drilling Oil and Gas Wells,B: Mining,,2020-05-11,2020.0,,Pioneer Energy Services Corp.,314.43,,,,
,"Pyxus International, Inc.",0000939930,lopucki_brd,1,2020-06-15,chapter_11,11,other,1,67.0,1,0,1,0,1,1,0,0,1763.063,1527.261,25.663,,F: Wholesale Trade,,2020-08-21,2020.0,,"Pyxus International, Inc.",1539.462,,-12.796,16.696,-117.649
,Quicksilver Resources Inc.,0001060990,lopucki_brd,1,2015-03-17,chapter_11,11,other,0,518.0,0,0,0,1,0,1,0,0,1214.302,569.428,85.434,Crude Petroleum and Natural Gas,B: Mining,,,,,liquidated,,,,,
,"Quiksilver, Inc.",0000805305,lopucki_brd,1,2015-09-09,chapter_11,11,other,1,142.0,0,0,1,0,1,1,1,0,1256.664,762.841,-39.156,,D: Manufacturing,"Changed name to Boardriders, Inc. 3/9/2017",2016-01-29,2016.0,,"Quiksilver, Inc.",,,,,
,Quorum Health Corporation,0001650445,lopucki_brd,1,2020-04-07,chapter_11,11,other,1,84.0,0,0,1,0,1,1,1,0,1491.885,1689.626,52.67,General Medical and Surgical Hospitals,I: Services,,2020-06-30,2020.0,,Quorum Health Corporation,,,,,
,RAIT Financial Trust,0001045425,lopucki_brd,1,2019-08-30,chapter_11,11,other,0,153.0,0,0,0,1,0,1,0,0,733.764,49.261,-89.296,Real Estate Investment Trusts,"H: Finance, Insurance, And Real Estate",,,,,liquidated,,,,,
,RCS Capital Corporation,0001568832,lopucki_brd,1,2016-01-31,chapter_11,11,other,1,109.0,0,0,1,0,1,1,1,0,2466.628,2102.195,-10.874,"Security Brokers, Dealers, and Flotation Companies","H: Finance, Insurance, And Real Estate",,2016-05-19,2016.0,,"Aretec Group, Inc.(hldg co., Cetera Financial Grp)",,,,,
,RDA Holding Co. (2013),0001503813,lopucki_brd,1,2013-02-17,chapter_11,11,other,1,131.0,0,0,1,0,1,1,1,0,1564.1,1438.2,5.8,"Periodicals: Publishing, or Publishing and Printing",D: Manufacturing,,2013-06-28,2013.0,,RDA Holding Co.,,,,,
,"RHI Entertainment, Inc.",0001410637,lopucki_brd,1,2010-12-10,chapter_11,11,other,1,109.0,0,0,1,0,1,1,1,0,587.852,77.772,-34.117,Motion Picture and Videotape Production,I: Services,,2011-03-29,2011.0,,"RHI Entertainment, Inc.",,,,,
,RadioShack Corporation,0000096289,lopucki_brd,1,2015-02-05,chapter_11,11,other,0,239.0,0,0,1,1,0,1,0,0,1591.2,3434.3,-296.6,"Radio, TV, and Electronic Stores",G: Retail Trade,,,,,liquidated,,,,,
,"Real Industry, Inc.",0000038984,lopucki_brd,1,2017-11-17,chapter_11,11,other,1,166.0,0,0,1,0,0,1,1,0,645.5,1249.7,5.5,"Electrical Apparatus and Equipment, Wiring Supplies, and Construction Mater",F: Wholesale Trade,,2018-05-02,2018.0,,"Elah Holdings, Inc.",,,,,
,Republic Airways Holdings Inc.,0001159154,lopucki_brd,1,2016-02-25,chapter_11,11,other,1,420.0,0,0,1,0,0,1,0,0,3613.6,1344.0,94.0,"Air Transportation, Scheduled","E: Transportation, Communications, Electric, Gas",,2017-04-20,2017.0,,Republic Airways Holdings Inc.,,,,,
